title,price,location,product_url,main_image,brand,description,seller_name
256g iphone x ايفون,7900.0,"Abasiya, Cairo",https://www.dubizzle.com.eg/en/ad/256g-iphone-x-%D8%A7%D9%8A%D9%81%D9%88%D9%86-ID200297107.html,https://images.dubizzle.com.eg/thumbnails/86018952-240x180.jpeg,Apple - iPhone,ايفون x المساحه ٢٥٦ جيجا التلفون ماشاء الله عليه طلقه ومفهوش اي مشاكل نهائي مغير شاشه نضيفه جدا وبطاريه وسبب البيع جبت موبايل جديد,ahmed
شومي للبيع,6500.0,"Gouna, Red Sea",https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%88%D9%85%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200297057.html,https://images.dubizzle.com.eg/thumbnails/86017636-240x180.jpeg,Xiaomi,جهاز شومي لايت 11 مع كرتونه شاحن وصله شغال كل شي فيه 8 رام مساحه 128 لون اسود تواصل وتس اب رقم 01002237989,بلال عمايره
Oppo A16s brand new,6000.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/oppo-a16s-brand-new-ID200297026.html,https://images.dubizzle.com.eg/thumbnails/86016895-240x180.jpeg,OPPO,4GB ram 64 GB storage,Zico
Iphone 13 pro max,46000.0,"Tanta, Gharbia",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID200297000.html,https://images.dubizzle.com.eg/thumbnails/86016285-240x180.jpeg,Apple - iPhone,Iphone 13 pro max  Size 256 Battery93 Without box  46 k 0122 517 9891,User 7cZ33A
Vivo V27 5G 256,15500.0,"Moneeb, Giza",https://www.dubizzle.com.eg/en/ad/vivo-v27-5g-256-ID200296974.html,https://images.dubizzle.com.eg/thumbnails/86015646-240x180.jpeg,Vivo,فيفو في 27 فايف جي معاه كل مشملاته الاصليه استعمالل اقل من شهر استعمال رااقي جدا جداا لا يوجد به خربوش واحد,User 1Ti8Kp
iPhone 13,30000.0,"Miami, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-13-ID200296967.html,https://images.dubizzle.com.eg/thumbnails/86015614-240x180.jpeg,Apple - iPhone,iPhone 13  with box  battery 87% 128%,User 5eJ7Ac
ايفون x,10000.0,"Damietta City, Damietta",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-x-ID200296938.html,https://images.dubizzle.com.eg/thumbnails/86014904-240x180.jpeg,Apple - iPhone,ايفون x مساحة 64 بطاريه 84 ‏مش مغير حاجة فاضي,MoHamed Farg
موبايل ريلمي C35,4500.0,"Ezbet El Nakhl, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-c35-ID200296937.html,https://images.dubizzle.com.eg/thumbnails/86014916-240x180.jpeg,Realme,موبايل ريلمي C35 زيرو مساحه 128 رامات 4معاه الشاحن الاصلي بصمه عالجنب,Mohamad
iPhone XS,9500.0,"Sheikh Zayed, Giza",https://www.dubizzle.com.eg/en/ad/iphone-xs-ID200296934.html,https://images.dubizzle.com.eg/thumbnails/86014911-240x180.jpeg,Apple - iPhone,IPHONE XS GOLD  256g BATTERY 95% MODEL N  الضهر مكسور  الشاشه بها نقط سوده,User 2iS5dz
موبايل فيفو v23e,6500.0,"Hadayek al-Kobba, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%81%D9%8A%D9%81%D9%88-v23e-ID192852598.html,https://images.dubizzle.com.eg/thumbnails/35234873-240x180.jpeg,Vivo,جهاز فيفو مساحة 128 رامات 8+4 كاميرا اماميه 50 ميجا حرفيا موبايل محترم جدا ارجو الجديه للحاجة للبيع السريع,محمود
poco x3 pro,8800.0,"Maryotaya, Giza",https://www.dubizzle.com.eg/en/ad/poco-x3-pro-ID200296900.html,https://images.dubizzle.com.eg/thumbnails/86014049-240x180.jpeg,Xiaomi,جهاز بسم الله ماشاء الله مفهوش غلطه  معاه كل حاجتو وثلاث جرابات  ومتركبلو اسكريه للشاشه  واسكرينه للظهر من اول ما اتفتح الجهاز بلزقتو مساحه ال 256 ورام 8 وتقدر تعليها,Ahmad
ارجوس xt بطاريه خارجيه بالعلبه,1500.0,"Sharq District, Port Said",https://www.dubizzle.com.eg/en/ad/%D8%A7%D8%B1%D8%AC%D9%88%D8%B3-xt-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D9%87-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D9%87-%D8%A8%D8%A7%D9%84%D8%B9%D9%84%D8%A8%D9%87-ID200296842.html,https://images.dubizzle.com.eg/thumbnails/86012853-240x180.jpeg,Other brand,ارجوس xt بطاريه خارجيه بالعلبه,User 7JX4xq
Apple iPhone 15 Pro Max 256GB - Black Titanium (Two Physical Nano SIM),85000.0,"Zamalek, Cairo",https://www.dubizzle.com.eg/en/ad/apple-iphone-15-pro-max-256gb-black-titanium-two-physical-nano-sim-ID200177456.html,https://images.dubizzle.com.eg/thumbnails/84481147-240x180.jpeg,Apple - iPhone,"Screen size: 6.7 inch, Processor: A17 Pro chip with 6 core GPU, Pro camera system: 48MP Main, 12MP Ultra Wide, and 12MP Telephoto, Front: 12MP, Up to 29 hours video playback, Connectivity: WiFi 6E and Bluetooth: 5.3, USB C Supports USB 3 for up to 20x faster transfers, Thread networking technology, Memory: 256GB, RAM: 6GB",Ahmed
ايفون Xr,13000.0,"Zagazig, Sharqia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-xr-ID200296824.html,https://images.dubizzle.com.eg/thumbnails/86012478-240x180.jpeg,Apple - iPhone,ايفون Xr مساحه 128 بطاريه 88% تلفون مشالله مافيش ف خربوش تلفون بدون اي عيوب ومتاح كشف سبب بيع تغير  سعر 13 الف وقابل للتفاوض  تلفون من غير علبه معاه شحن بس  رقم توصل 01211772721,Ahmed
iphone 8,6200.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/iphone-8-ID200296820.html,https://images.dubizzle.com.eg/thumbnails/86012300-240x180.jpeg,Apple - iPhone,iphone 8 64g بطاريه ٧٥ معاه العلبه مش مفتوح الجهاز مفهوش اي مشكله نهائي بطاريه بتقعد معايا,Bebo
فكتوريا الساعه,3200.0,"Victoria, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%83%D8%AA%D9%88%D8%B1%D9%8A%D8%A7-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D9%87-ID200296819.html,https://images.dubizzle.com.eg/thumbnails/86012287-240x180.jpeg,OPPO,oppoA15 حالة الزيرو مغيرش اي حاجه مساحة 32 RAM 2.0,كريم
تلفون اوبو يعتبر زيرو رينو 6 معه الكرتونه والضمان,9000.0,"Nakheel, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%84%D9%81%D9%88%D9%86-%D8%A7%D9%88%D8%A8%D9%88-%D9%8A%D8%B9%D8%AA%D8%A8%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-%D8%B1%D9%8A%D9%86%D9%88-6-%D9%85%D8%B9%D9%87-%D8%A7%D9%84%D9%83%D8%B1%D8%AA%D9%88%D9%86%D9%87-%D9%88%D8%A7%D9%84%D8%B6%D9%85%D8%A7%D9%86-ID200296788.html,https://images.dubizzle.com.eg/thumbnails/86012066-240x180.jpeg,OPPO,التلفون استعمال شخصي معه التركونه والشاحن والضمان والسعر غير قبل  للفصال لتواصل اتصال او واتساب على 01555514900,User 7fQ7rV
شاومي نوت 11s كسر كسر الزيرو 128 ذاكرة رام 8+3,7600.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%B4%D8%A7%D9%88%D9%85%D9%8A-%D9%86%D9%88%D8%AA-11s-%D9%83%D8%B3%D8%B1-%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-128-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%B1%D8%A7%D9%85-83-ID200100336.html,https://images.dubizzle.com.eg/thumbnails/83532784-240x180.jpeg,Xiaomi,كسر زيرو حاله فوق الممتاز استخدام بسيط جدا كاميرا 108 خلفية وذاكرة 108 ورام 8+3 تليفون بجد مشاء الله عليه وراه الشاحن الاصلي 33 واط وجراب عامل 9700 ضد المياة,جمال
iphone 14 pro max,65500.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-14-pro-max-ID200296760.html,https://images.dubizzle.com.eg/thumbnails/86011424-240x180.jpeg,Apple - iPhone,iphone 14 pro max 512gb 90% battery health like new,guestiwjabaga
Samsung Z flip 3 256giga,9500.0,"Mansura, Dakahlia",https://www.dubizzle.com.eg/en/ad/samsung-z-flip-3-256giga-ID200296756.html,https://images.dubizzle.com.eg/thumbnails/86011379-240x180.jpeg,Samsung,سامسونج Zflip 3  ٢٥٦ جيجا  ورام ٨ يوجد تطبيعه خفيفه في الشاشه موضحه  مع المراعاه في السعر,City Light
Nokia 6.1 Plus,2500.0,"Hadayek Helwan, Cairo",https://www.dubizzle.com.eg/en/ad/nokia-61-plus-ID200296727.html,https://images.dubizzle.com.eg/thumbnails/86011006-240x180.jpeg,Samsung,Nokia 6.1 Plus السعر في المتناول  معالج سناب دراجون 636  رام 4 مساحه 64 جهاز جباررر صوت عالي جدا ونقي كاميرات روعه و الاماميه تحفه جدا  بطاريه بتعقد يوم كامل  بصمه صباع بصمة وش كله تمام  في شرخ في الضهر بتاعه زجاج جبتله لزقة ضهر السعر 2500 اخرو  معاه شاحن  والجهاز الله اكبر تحفه جدا للتواصل 01116296272,أحمد شوقي
iPhone 11,18000.0,"Mansura, Dakahlia",https://www.dubizzle.com.eg/en/ad/iphone-11-ID200296723.html,https://images.dubizzle.com.eg/thumbnails/86010989-240x180.jpeg,Apple - iPhone,ايفون ١١ استخدام سنة بطارية ٨٤٪؜ بدون خدوش او كسور معاه الشاحنa البيع داخل المنصورة غير متاح شحن,User 6rk65h
Readmi note 11 128 giga 8Ram,6500.0,"Suez District, Suez",https://www.dubizzle.com.eg/en/ad/readmi-note-11-128-giga-8ram-ID200296695.html,https://images.dubizzle.com.eg/thumbnails/86010122-240x180.jpeg,Xiaomi,ريدمي نوت 11 128 giga 6+2 ram معاه جميع مشتملاته وجراب للبيع او بدل ب ايفون X او 8 Plus الموبايل استعمال 5 شهور لسه ف الضمان الموبايل بيلمع مفهوش غير خربوش واحد و مش باين ولا مقصر ع حاجه,Mody
I phone 11 128GB,22000.0,"Maadi, Cairo",https://www.dubizzle.com.eg/en/ad/i-phone-11-128gb-ID200296691.html,https://images.dubizzle.com.eg/thumbnails/86010068-240x180.jpeg,Apple - iPhone,I phone 11 استعمال نظيف جداً بالكرتونه وي السلك الoriginal  Battery:87%,Feras
هواوي G7,500.0,"Warraq, Giza",https://www.dubizzle.com.eg/en/ad/%D9%87%D9%88%D8%A7%D9%88%D9%8A-g7-ID191047086.html,https://images.dubizzle.com.eg/thumbnails/26087811-240x180.jpeg,Huawei,موبايل هواوي G7 فاصل باور يصلح كقطع غيار للفنيين,أحمد محسن
بوكو f3 بكل حاجته مفهوش خدش,10500.0,"Mohandessin, Giza",https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%88%D9%83%D9%88-f3-%D8%A8%D9%83%D9%84-%D8%AD%D8%A7%D8%AC%D8%AA%D9%87-%D9%85%D9%81%D9%87%D9%88%D8%B4-%D8%AE%D8%AF%D8%B4-ID200296687.html,https://images.dubizzle.com.eg/thumbnails/86010053-240x180.jpeg,Xiaomi,الجهاز 5g رام 8 بتزيد ل13 ومساحه 256 شاشه اموليد 120هرتز معالج سناب دراجون 870فلاج شيب,محمد
نوكيا c12برو حالة زيرو كامل استعمال اسبوع 64رام 3+2 بصمة وجه اخره3100,3100.0,"Shebin al-Koum, Monufia",https://www.dubizzle.com.eg/en/ad/%D9%86%D9%88%D9%83%D9%8A%D8%A7-c12%D8%A8%D8%B1%D9%88-%D8%AD%D8%A7%D9%84%D8%A9-%D8%B2%D9%8A%D8%B1%D9%88-%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D8%B3%D8%AA%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D8%B3%D8%A8%D9%88%D8%B9-64%D8%B1%D8%A7%D9%85-32-%D8%A8%D8%B5%D9%85%D8%A9-%D9%88%D8%AC%D9%87-%D8%A7%D8%AE%D8%B1%D9%873100-ID200237341.html,https://images.dubizzle.com.eg/thumbnails/85278671-240x180.jpeg,Nokia,نوكيا c12pro ذاكرة 64 جيجا رام 3+2 بصمة وجه بكافة جديد استعمال ايام بكافة مشتملاته الاصلية وضمان محلي اندرويد 12 بصمة وجه بطارية 4000شاشة نوتش HD+ خطين ومومري و4G اندرويد 12 معاه علبة وشاحن اصلي وسماعة وجراب الاصلي وعليه اسكرينة اخره 3100,Mostafa khedr
هواوى  y90,7000.0,"Obour City, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%87%D9%88%D8%A7%D9%88%D9%89-y90-ID200296682.html,https://images.dubizzle.com.eg/thumbnails/86009964-240x180.jpeg,Huawei,مساحه 128 رام 8  زيرو بجميع مشتملاته,Warda
نوكيا 2720,1100.0,"Saf, Giza",https://www.dubizzle.com.eg/en/ad/%D9%86%D9%88%D9%83%D9%8A%D8%A7-2720-ID200296643.html,https://images.dubizzle.com.eg/thumbnails/86009342-240x180.jpeg,Nokia,تليفون نوكيا استعمال شهر في حاله ممتازه جدا مع العلبه والشاحن بتاعه,User 0902H7
redmi 12,8200.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/redmi-12-ID200272488.html,https://images.dubizzle.com.eg/thumbnails/85947414-240x180.jpeg,Xiaomi,redmi 12 128 giga 8 ram استخدام شهرين لسه في الضمان سبب البيع جالي تلفيون  تاني من برة نهائي 8000 لو مش عاجبك السعر متباعتش,Mohamed
iPhone 13 Pro max,52000.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID200296641.html,https://images.dubizzle.com.eg/thumbnails/86008996-240x180.jpeg,Apple - iPhone,battery 88% iPhone 13 Pro max white,Yassin Yasser
galaxy z flip 5,39000.0,"Roushdy, Alexandria",https://www.dubizzle.com.eg/en/ad/galaxy-z-flip-5-ID200296628.html,https://images.dubizzle.com.eg/thumbnails/86008926-240x180.jpeg,Samsung,الجهاز جديد وغير مستعمل ابدا ولكن تم فتح الكرتونه وسبب البيع ابني لم يعجبه اللون ، الكرتونة نظيفة ومع الشاحن,User 90I7xX
iphone 13 pro max,47000.0,"Sharm al-Sheikh, South Sinai",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID200291391.html,https://images.dubizzle.com.eg/thumbnails/86008456-240x180.jpeg,Apple - iPhone,128 GB  Battery : 88  like new الجهاز من غير خربوش و عليه لازقه وش و ظهر و فريم معاه علبته و الوصله الاصليه,User 0069Mh
Samsung Galaxy A34(5G)  8/128,13000.0,"Tersa, Giza",https://www.dubizzle.com.eg/en/ad/samsung-galaxy-a345g-8128-ID200296588.html,https://images.dubizzle.com.eg/thumbnails/86008199-240x180.jpeg,Samsung,Samsung Galaxy A34(5G) 8/128 جديد بالكرتونه وضمان,Ahmed
i phone 11,13500.0,"Sayeda Zeinab, Cairo",https://www.dubizzle.com.eg/en/ad/i-phone-11-ID200296577.html,https://images.dubizzle.com.eg/thumbnails/86008137-240x180.jpeg,Apple - iPhone,iphone 11 ايفون ١١ كسر زيرو بطارية ٨١% معاه الشاحن والوصلة الاصليين وشاحن لاسلكي magsafe لم يستخدم,Mohamed
oppo a5 2020,5000.0,"Mit Ghamr, Dakahlia",https://www.dubizzle.com.eg/en/ad/oppo-a5-2020-ID200296558.html,https://images.dubizzle.com.eg/thumbnails/86007842-240x180.jpeg,OPPO,اوبو a5 2020 الجهاز كسر زير فعلاً حالته ممتازه جدا متفتحش قبل خالص مافيش اي صيانه ليه قبل كدا الجهاز مساحه ١٢٨ ورمات ٤+١ وربنا وربنا يبارك لصاحب ناصيبه متاح البيع الو البدل باوبو رينو 2f,Ahmed Mosad
سامسونج a52 مساحه ١٢٨ و٨رام,8000.0,"Imbaba, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a52-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-%D9%A1%D9%A2%D9%A8-%D9%88%D9%A8%D8%B1%D8%A7%D9%85-ID198742001.html,https://images.dubizzle.com.eg/thumbnails/65574539-240x180.jpeg,Samsung,لا يوجد أي عيوب يوجد خبطه في الجنب تعتبر مش موجوده بس ده للامانه مفهوش اي عيوب معاه الشاحن الأصلي والكرتونه بتاعته,Islam
موبايل انفنكس نوت 7 بحاله جيده كسر في الشاشه بسيط,4000.0,"Rod al-Farag, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%86%D9%81%D9%86%D9%83%D8%B3-%D9%86%D9%88%D8%AA-7-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D9%87-%D9%83%D8%B3%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B4%D8%A7%D8%B4%D9%87-%D8%A8%D8%B3%D9%8A%D8%B7-ID200296547.html,https://images.dubizzle.com.eg/thumbnails/86007800-240x180.jpeg,Infinix,128/6 يوصل 8 معاه العلبه و صله شاحن و جراب رقم الهاتف 01068530038 مغير شاشه مره,Ahmed Ayman
iphone 11,13000.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-11-ID200296538.html,https://images.dubizzle.com.eg/thumbnails/86007494-240x180.jpeg,Apple - iPhone,iphone 11  128 G battery 80% It has a small crack on the screen أيفون ١١ ١٢٨جيجا البطارية ٨٠٪؜ في حتة صغيرة من الشاشة مكسورة,Aya Abdelsalam
Realme 5 pro,4000.0,"Shorouk City, Cairo",https://www.dubizzle.com.eg/en/ad/realme-5-pro-ID200296519.html,https://images.dubizzle.com.eg/thumbnails/86007399-240x180.jpeg,Realme,ريلمي ٥ برو بالعلبه بتاعته فيه شروخات بسيطه زي ما موضح ف الصور مش مأثر ع اى حاجه,Mohamed reyad
فون اوبو,9200.0,"Kharga, New Valley",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%88%D9%86-%D8%A7%D9%88%D8%A8%D9%88-ID200245993.html,https://images.dubizzle.com.eg/thumbnails/86005672-240x180.jpeg,OPPO,فون بحاله ممتازة البيع لظروف خاصه وضروريه,User 4Xv4sZ
Oppo f 11 64 g 6Ram,3900.0,"Zagazig, Sharqia",https://www.dubizzle.com.eg/en/ad/oppo-f-11-64-g-6ram-ID200296388.html,https://images.dubizzle.com.eg/thumbnails/86005374-240x180.jpeg,OPPO,Oppo f11 الجهاز مساحة 64g 6Ram الجهاز معاه كل مشتملاته من الضمان لحد الدبوس ومعاه الشاحن الڤوك الاصلي والوصلة اصلية كمان  الجهاز مغير شاشة نفس الوان الشاشة الاصلية غير كده الجهاز شغال تمام,User 6Xh8i8
IPhone 11 pro-max used. بالعلبة  و شاشة سكرين,30000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/iphone-11-pro-max-used-%D8%A8%D8%A7%D9%84%D8%B9%D9%84%D8%A8%D8%A9-%D9%88-%D8%B4%D8%A7%D8%B4%D8%A9-%D8%B3%D9%83%D8%B1%D9%8A%D9%86-ID200296386.html,https://images.dubizzle.com.eg/thumbnails/86005508-240x180.jpeg,Apple - iPhone,IPhone 11 pro-max used بالعلبة  و شاشة و جراب و سكرين 91% battery,Aradis
iphone xr 64GB,11000.0,"Kerdasa, Giza",https://www.dubizzle.com.eg/en/ad/iphone-xr-64gb-ID200296350.html,https://images.dubizzle.com.eg/thumbnails/86004725-240x180.jpeg,Apple - iPhone,"iphone xr 46gb,  48% battery  good condition",Amer
شاومي mi 9t,5000.0,"Haram, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B4%D8%A7%D9%88%D9%85%D9%8A-mi-9t-ID200296349.html,https://images.dubizzle.com.eg/thumbnails/86005078-240x180.jpeg,Xiaomi,كاميرا سلايدر  شاشة كاملة ram 6  ذاكرة 128 جيجا  التليفون معاه مبايعة وجراب,Mohamed
samsung s6,1700.0,"Fayoum City, Fayoum",https://www.dubizzle.com.eg/en/ad/samsung-s6-ID200296325.html,https://images.dubizzle.com.eg/thumbnails/86004387-240x180.jpeg,Samsung,اس 6 . . بحالة كويسة . . فيه شروخ بسيطة في الشاشة غير مؤثرة . . 32g 3ram . . بدون مشاكل نهائيا . . باغة الكاميرا الخلفية فيها بس شرخ بسيط مؤثر شوية على رؤية الكاميرا لو اتغيرت الباغة خلاص ومتهيألي مش هتعدي 50 جنيه,Samsung
هواوى y7a,3700.0,"Zagazig, Sharqia",https://www.dubizzle.com.eg/en/ad/%D9%87%D9%88%D8%A7%D9%88%D9%89-y7a-ID200296310.html,https://images.dubizzle.com.eg/thumbnails/86004171-240x180.jpeg,Huawei,هواوى y7a كسر زيرو وارد السعوديه رام 4 ذاكره 128كاميرا 48ميجا بيكسل بطاريه 5000امبير وحش ف الالعاب كاميرات خرافه كسر زيرو حرفيا بطاريه يومين حرفيا بدون مشتملات 01032209311,magdy
Redmi Note 10s,5500.0,"Tookh, Qalyubia",https://www.dubizzle.com.eg/en/ad/redmi-note-10s-ID200296289.html,https://images.dubizzle.com.eg/thumbnails/86003882-240x180.jpeg,Xiaomi,Redmi Note 10s 8/128 معاه كل حاجته ، متفتحش ، فى شرخ فى الباغه مش مأثر على حاجه نهائى والباغه ب400ج بس انا مش عايز افتح الموبايل .,User 5ew5Eg
iphone 15 pro max,85000.0,"Agouza, Giza",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-ID200296270.html,https://images.dubizzle.com.eg/thumbnails/86003832-240x180.jpeg,Apple - iPhone,iPhone 15 pro max 256 gb,mohamed sayed
iphone 12 128 gb,25000.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-12-128-gb-ID200296259.html,https://images.dubizzle.com.eg/thumbnails/86003791-240x180.jpeg,Apple - iPhone,"‏iphone 12 , 84% battery health , التجريح ف ال سكرين بروتيكتور, لم يتم فتحه و حالة الجهاز نظيفة جدا و معاه جراب و سلك الشاحن و للتواصل : 01006090665 او من خلال الشات و يوجد بعض الخدوش فالجوانب",Omar Shaalan
iPhone 13 256 Giga,32000.0,"Heliopolis, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-13-256-giga-ID200296257.html,https://images.dubizzle.com.eg/thumbnails/86003557-240x180.jpeg,Apple - iPhone,iPhone 13 - اللون الازرق  مساحة ٢٥٦ جيجا  البطارية ٨٨٪؜ الطراز M وارد الخارج بدون علبة  شامل ٣ جرابات منهم واحد Mac Safe وسكرينة وش في Tradeline  وسكرينة علي الكاميرات  الحالة ماشاء الله ربنا يبارك لصاحب النصيب السعر نهائي وبدون فصال المساحة الاقل بالمواصفات دي بيتبع فوق ٣٥ الف.,Ahmed
Xs  max,25000.0,"Minya al-Qamh, Sharqia",https://www.dubizzle.com.eg/en/ad/xs-max-ID200296252.html,https://images.dubizzle.com.eg/thumbnails/86003441-240x180.jpeg,Apple - iPhone,Xs Max 512مساحه  بطاريه 100‎%‎توكيل حاله الحجاز زيرو,Abdallah Samir
15 pro 128 gb,65000.0,"Haram, Giza",https://www.dubizzle.com.eg/en/ad/15-pro-128-gb-ID200296249.html,https://images.dubizzle.com.eg/thumbnails/86003432-240x180.jpeg,Apple - iPhone,بطارية ١٠٠٪؜ تيتانيوم استعمال شهرين  بدون علبه  معاه الكابل الاورجينال وارد الإمارات,Mohamed adeeb
موبيل للبيع او البدل,8500.0,"Shebin al-Koum, Monufia",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D9%8A%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%88-%D8%A7%D9%84%D8%A8%D8%AF%D9%84-ID200296233.html,https://images.dubizzle.com.eg/thumbnails/86003299-240x180.jpeg,Xiaomi,موبيل شاومى نوت 11s كسر زيرو جاى من شهر بالظبط رام ٨ ذاكره ١٢٨ للبيع او البدل ب اقل واخد فرق كويس 01093055844,احمد
. . . . .,16500.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/-ID200296232.html,https://images.dubizzle.com.eg/thumbnails/86003323-240x180.jpeg,Apple - iPhone,For sale  • iphone 11  • 128 g • battery health 84% • without box  • charger only  • متفتحش مستعد للكشف  • الظهر في شرخ مرضتدش اغيرو  •    • المكان اكتوبر,Abdullrahmen
نورد 2,1000.0,"Karmous, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%86%D9%88%D8%B1%D8%AF-2-ID200296194.html,https://images.dubizzle.com.eg/thumbnails/86002662-240x180.jpeg,Apple - iPhone,نورد 2  معاها عليه  واتنين كاردتج  مفيهاش اي حاجه سليمه للتواصل : 01279780636,User 4f22CG
ايفون 13  مساحه 512 متاح البدل,25800.0,"Bilbeis, Sharqia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-13-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-512-%D9%85%D8%AA%D8%A7%D8%AD-%D8%A7%D9%84%D8%A8%D8%AF%D9%84-ID199944823.html,https://images.dubizzle.com.eg/thumbnails/81650385-240x180.jpeg,Apple - iPhone,ايفون 13 مساحه ٥١٢ بطاريه ٨٧ مش مغير اي حاجه غير عدسه كاميرا الجهاز في مشكله في الكاميرا واحد اكس بس شغاله الكاميرا اللي ورا فقط  الجهاز وتر بروف الجهاز فاضي,User 0cU0vL
هاتف Iku,350.0,"Attaka, Suez",https://www.dubizzle.com.eg/en/ad/%D9%87%D8%A7%D8%AA%D9%81-iku-ID200296169.html,https://images.dubizzle.com.eg/thumbnails/86002472-240x180.jpeg,Other brand,هاتف iku S1 mini استعمال 3 شهور بحالة جيدة قابل لادخال كارت ميموري,User 7iz2Dl
iPhone 13 Pro,39000.0,"Wakf, Qena",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID200296145.html,https://images.dubizzle.com.eg/thumbnails/86002050-240x180.jpeg,Apple - iPhone,iPhone 13 pro  الجهاز اللهم بارك مفهوش خربوش واحد زيرو حرفيا كرتونه كامله + جراب اوريجنال ماج سيف + اسكرين برايفت + عدسات حمايه  بطاريه 86 ‎%‎ بتقعد يوم كامل مستريح جدا ذاكره 128 جيجا  Price 3900 LE   قابل للتفاوض عند الجديه,MOhamed fathy
nokia 6310 للبيع,1200.0,"15 May City, Cairo",https://www.dubizzle.com.eg/en/ad/nokia-6310-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200296136.html,https://images.dubizzle.com.eg/thumbnails/86002033-240x180.jpeg,Nokia,موبايل نوكيا ٦٣١٠ بكلميرل و شريحتين جديد  سعره نهائي ١١٠٠ جنيه + مصاريف التوصيل لأي محافظه,Omar
LAVA Z91,650.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/lava-z91-ID200296119.html,https://images.dubizzle.com.eg/thumbnails/86001704-240x180.jpeg,Lava,مساحه 32 رام 3 بصمه شغال كل حاجه فى كسر في الباغه غير مؤثر على الموبايل واضح في الصور,User 6MU8nm
تلفون poco x5pro,17000.0,"Malawi, Minya",https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%84%D9%81%D9%88%D9%86-poco-x5pro-ID200296118.html,https://images.dubizzle.com.eg/thumbnails/86001694-240x180.jpeg,Xiaomi,من الكويت مستعمل 13 يوم فقط يعتبر زيرو بلكارتونه  pocox5pro,Ashraf
